	1068841_20180306_S	1112926_20171212_S	1128691_20171206_S	1128691_20171218_S	1128691_20180116_S	1162967_20180116_S	1255498_20171212_S	1282052_20180206_S	1316935_20180417_S	1316979_20171215_S	1447437_20171006_S	1465461_20180406_S	1470026_20180502_S	1565754_20171128_S	1565754_20180403_S	1586713_20180309_S	1593967_20180424_S	1593973_20180427_S	1593973_20180504_S	1598281_20180508_S	1651490_20171010_S	1651490_20180206_S	1658447_20171006_S	1664053_20180406_S	1690154_20180406_S	1723809_20180227_S	1834617_20180501_S	1845116_20180403_S	1862551_20180123_S	623361_20180123_S	634207_20180510_S	634207_20180517_S	639354_20171206_S	642660_20180601_S	650003_20180207_S	650003_20180213_S	652927_20180226_S	658355_20170925_S	658355_20171204_S	658355_20180122_S	658355_20180301_S	658355_20180321_S	670829_20170922_S	670829_20171001_S	670829_20171005_S	670829_20180201_S	673895_20180122_S	673895_20180205_S	676138_20171001_S	676138_20171009_S	676138_20180130_S	676138_20180323_S	676138_20180405_S	698564_20171001_S	698564_20180215_S	698564_20181205_S	698917_20171207_S	698917_20180119_S	698917_20180128_S	698917_20180329_S	701099_20180504_S	701099_20180517_S	715927_20180205_S	715927_20180213_S	717449_20180606_S	720054_20170925_S	720054_20171120_S	748160_20180321_S	748160_20180329_S	748699_20180329_S	748699_20180410_S	748699_20190101_S	748699_20190109_S	748699_20190114_S	752797_20170918_S	752797_20170927_S	752797_20180306_S	753522_20180606_S	756934_20181205_S	756934_20181218_S	763742_20170925_S	763742_20180129_S	768745_20171123_S	768745_20171206_S	768745_20190228_BAL	768745_20190228_S	770560_20181211_S	770560_20181218_S	770560_20190109_S	770590_20170925_S	770590_20180115_S	773911_20171213_S	773911_20180130_S	777599_20180306_S	777851_20170918_S	778851_20171204_S	778851_20180212_S	785991_20171129_S	785991_20171206_S	785991_20171213_S	785991_20180215_S	785991_20180321_S	788707_20171213_S	788707_20180129_S	788707_20180301_S	788707_20180308_S	788707_20180313_S	788707_20181116_S	788707_20181126_S	802187_20180321_S	802971_20180605_S	810653_20180115_S	825012_20171123_S	825012_20171129_S	825012_20171206_S	825012_20181113_S	825012_20181120_S	825012_20181126_S	848255_20190228_S	875028_20180115_S	877469_20190115_S	892355_20180123_S	895293_20180502_S	896213_20180427_S	913873_20180417_S	980574_20180403_S	983493_20180123_S
Secondary Metabolism; 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43020224343498	0	0	0.855942291522926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35946863886468	0	0	0	0	0	0	0	0	0	0	0	0.799257512606713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Secondary Metabolism; Biosynthesis of antimicrobial or antitumor compounds	783.041862422617	729.005968518785	2637.43579916692	2322.67344613217	3024.89765352127	1705.93676152317	930.805899613835	760.603631246149	725.839036292307	736.281464646683	631.594140985676	667.190363276251	1215.89912985241	566.956533116339	858.936824233824	610.794269044056	749.099859666286	686.869073788172	575.564469223054	644.134651557149	785.091224605396	688.194862747675	616.461569487571	993.753115985733	893.638273756901	665.114317948665	683.768320233364	777.919710502479	1085.82974746623	726.085903930164	719.72344184103	906.461247129555	1886.17622008225	546.359261829617	1306.0063948746	919.48375253895	949.773473161113	1163.69411227536	855.06094043067	620.558161354122	922.994413373237	948.320177841868	1332.34364356463	893.234860003544	851.255862627737	673.144707032052	1016.82040012624	855.600624299722	539.602623006251	1507.84595998412	800.028597978334	1039.01906695209	1141.15088103799	713.37096576066	566.554237329847	525.964869139949	1033.01884187562	485.941512205806	851.419925172356	298.518283178708	841.24507034255	897.73092142063	853.281628885797	929.377579802298	622.006304400769	589.933496252683	559.355985015813	546.196679355382	198.960297712526	679.842216296245	1116.99152206992	1210.59304626476	865.107743139888	1103.0300948706	556.072536744123	739.973630336115	666.121889605016	459.160828198673	1639.3191824464	1081.66976495572	999.500719045916	642.649094284103	837.64371498043	1062.7640828665	1140.59017394429	655.051151376362	730.261237176813	747.616916847354	559.146107148836	825.681927781915	527.379916071911	1217.72225125692	913.018494163532	363.477160989517	985.38269664448	884.178209397521	908.016965235896	1092.80572482029	1257.49848650123	1040.73605278133	608.818279166277	779.116720441167	301.74112234512	805.441994518419	816.770575198278	365.573327424051	796.713515060877	612.703362145744	394.74195046336	1160.57971753277	1532.31257468022	901.384557709399	687.920541330942	696.957989574896	930.165475464152	829.314661906089	626.323922061519	921.739372739064	839.467112291447	1013.98965479612	416.649802269908	653.784340254812	817.370117005239	1035.43574079241	890.707177741046	954.188908125723	1165.87643728977
Secondary Metabolism; Hydrocarbons	272.616039234645	228.931994107012	190.986730284501	245.327042917796	152.029160089222	317.537429192873	327.093059089651	354.729871336366	98.4453375380309	253.028070499849	171.357661951415	189.766571742598	706.524663137822	66.5401889603889	179.187435947856	275.63823929034	271.448214683166	198.854454963053	227.488837765643	150.079390441016	154.02334651659	248.898914811369	175.964663189174	135.511788543509	160.973937525859	175.380143838043	197.274621274003	180.275943018623	362.980335829209	175.949310775421	68.1087842554945	53.54685642116	151.933410209754	85.172384926025	364.473250050365	152.195567852979	126.751673824425	677.647539956957	193.429031822748	233.458260012878	365.023530330912	479.207888840816	530.715910323813	298.18089030865	296.036969938294	109.592056869547	382.73814977657	442.116464328104	192.196932956638	971.67201654262	244.654745205504	301.682709029068	320.206337013163	287.263476145232	118.452992893923	127.717259159319	86.1937339618092	320.279633044736	255.425977551707	298.518283178708	649.848861320056	350.177801177325	331.13548259539	128.114708474803	232.620243922239	153.094904897246	227.132430279148	34.7694645422986	22.5503997407349	212.751084568829	105.194379012045	832.579101208391	427.399130548564	678.949243778362	167.194685973363	349.894815933766	283.832537256641	134.940102676464	1232.83443051119	572.223177986414	480.291672173848	262.135697888561	247.242721782337	361.191451972247	180.093185359624	206.053698726103	287.527617119881	471.782059557748	57.0754676847427	11.2508835097058	145.127008511517	791.574205654871	386.503793534118	302.89763415793	399.479471612627	262.742753857815	238.607475440282	733.521594137881	836.223172564774	349.9994222811	300.839575088435	208.300595899005	133.121083387553	450.125288001332	178.303933603553	293.44483841849	425.466617655405	262.772258233097	121.459061681034	112.236070475091	824.183528614907	499.5163129598	305.482367141431	300.959131861887	466.989791500326	191.995677354464	186.730113409646	338.669390741247	447.133081552301	607.348949074679	71.9148973780938	304.514936180788	328.728363363807	222.25707553636	616.643430743801	472.922896480167	161.957578051946
Secondary Metabolism; Metabolism of Aromatic Compounds	1691.16870476247	1084.15205928607	9966.03483484578	7308.54892035704	10265.5880479294	7075.1308442037	1992.71122170849	1364.06701800534	1375.1094767217	788.637513358766	1200.160176426	1388.79581668418	3417.04673494822	1821.15378708511	2600.59641552641	1332.47099703358	2049.32185217415	1566.11926677116	1486.4858026116	1608.34494299319	1501.72762853675	692.449545052142	1362.8482672279	1615.44316342657	1518.64158424717	1731.59762205192	1094.11708751077	1430.41379086739	1976.68720025849	1889.02956009856	1240.58187146887	1022.70070404381	6069.40944785748	1127.25847699329	3141.84131953528	1456.69342193817	1360.12233350667	2966.99733710884	1883.8612360932	1773.5124280355	2256.75131525754	2244.91292680577	3005.40245846294	1906.78832486847	2054.30990295094	1756.14588690956	6701.09650937716	2600.48693684797	21829.7488824451	7635.85042504587	6025.71966079851	11562.1882990055	3089.68743342918	2642.82398053614	953.133384681331	1203.53968197583	1943.27691113897	1700.79529272032	1964.81521193621	7164.43879628899	2756.24360213259	1807.74878323345	1969.59928635398	1068.59313659665	1171.77029702445	1379.12100197698	1671.85288854726	1483.07570574968	1498.19218277508	1296.22202977274	1782.2062183345	2937.39868416565	2008.74925112469	2985.36123887703	1434.51797481979	2152.29416187829	1485.2434322077	1018.63624469765	4191.71139804198	1953.64077157349	2431.52028503733	1476.26201864275	1584.71614848883	1936.65153524593	5042.60919006948	1621.39372743765	1602.81352522146	1851.43992745264	1166.66125470847	783.004525776744	1150.37625808396	3207.73256144087	2431.76838639197	1746.70969031073	2250.0913494088	1831.39004846243	2098.19187058112	3866.20439568078	4085.40477568922	2559.73915894437	1294.50671466034	1359.22085415338	1490.9561339406	1851.35302752869	1194.52696622748	1429.03852144245	2176.42539031418	1420.62871758761	1134.88310758216	2008.43494534374	4044.20366308412	2241.79261186788	2096.59220023159	4093.04419332166	2657.47942605699	1063.97604533932	1108.71004836977	2157.70807709372	2207.81299763746	2427.52043562667	1664.31619646446	730.835846833891	3091.60636198801	2137.90139325451	2128.0243884492	3127.87778663651	10096.9916337032
Secondary Metabolism; Ribosomally-synthesized post-translationally modified peptides (RiPPs)	1933.62591484711	1530.68380982631	2600.23059196864	2597.29327029389	2636.37868884881	2240.1273325091	2198.53731500338	1347.24904452842	1864.99222780381	1484.5333902058	1698.76793267884	1879.78301347321	2073.67836169897	1738.7463222957	1922.96133326932	1740.66018484272	1825.17143247366	1754.75548097609	1762.40792088762	1897.0222404535	1719.92736943526	1327.99271428203	2322.46043821188	2086.96079023001	1971.37000018271	1813.11163244713	1985.61989955658	1843.75676302224	1607.4843443865	1876.44302221894	2137.23469321814	2268.21828584013	2368.39965248712	1990.36481087499	1408.02250306598	1863.46160901496	1950.67667652503	2347.11185357233	1906.98925919324	1671.08466714993	1829.22527653967	1717.37940015329	1989.92158576801	1852.12182831189	1874.82103677978	1701.79535464093	1558.07911249022	3284.29373500878	1348.03318446658	1795.06311021963	1917.92425092708	1732.69082225248	2097.03332589086	1795.3967259077	1748.3294455041	1634.69403475006	2255.40270533401	1929.04054845335	1205.08666332087	1741.3566518758	1679.72629651149	1960.35519714705	1938.19199935907	2070.763164396	1600.16720586261	1760.05542797528	1716.30003079095	2284.66990647031	2503.32927121887	1999.8503862294	1882.57283599092	1686.15897714214	1767.00967219101	1908.57377093046	1803.09213386144	1664.20559511354	1888.93035942686	2379.75858793173	1916.46224556102	1898.76322181019	1980.59142251603	2373.82259866888	1684.14766401791	1645.27170861002	2401.24247146166	1817.50900946656	1739.44012342736	1777.88718938506	1774.82132280692	2378.0190196274	1982.0547403897	1703.58155463206	1661.21713102716	1368.08764761332	1841.63133153511	1942.62257257354	1742.70012768009	1689.96908983304	1691.36210626124	1978.93284685641	1633.78136791266	2017.56513828279	2351.80580651344	2161.77930720665	2468.90784136944	1243.15572227231	2242.53635705756	2259.04671180537	1784.56256771977	1965.95502910985	1922.4392250588	1886.09115374487	1867.53894640179	1796.25081858621	1817.95860001499	1741.2941293398	1463.6917743829	1823.69393570974	1821.09473739487	1880.94210261512	1783.03285245369	1238.82212673548	2466.76251386874	1658.108341303	1954.71937196564	1943.68236674077	1960.39559965235
Stress Response, Defense and Virulence; 	3615.20312312581	2820.99942238858	3307.12952873595	3854.44179867861	3501.49700459462	3676.48804737373	3571.14826837759	2389.18718593728	3716.9625855629	2645.66809871177	3248.28180986488	3724.44649548161	4157.40686085366	3929.96592952205	3492.83355971514	3490.97868341712	3434.23120091581	3585.58603188963	3249.18888476548	3851.68621400379	2922.16515752308	2579.40114708363	3396.52117061971	3663.17685697293	3575.58829719819	3569.0134318316	3038.92154818307	4168.81098139326	4220.25137124094	3700.44213660617	3616.58095747135	4371.81317838545	3380.40828049296	3653.38506401586	2277.66204800513	3620.80977792293	3881.68807220282	3586.88282064535	3821.97193933085	3597.66810831945	3854.72841245436	3703.80397370133	4082.96972648327	3735.10799439257	3739.11206007753	3316.94170496833	3523.05592573959	3654.82943844566	3797.21675277866	4097.91344737499	3622.70970656224	4105.46502385939	3857.80660952535	2987.54015191041	3508.59601432309	3287.85059846022	3249.24257722699	3755.00259431759	3458.07477300772	2686.66454860837	3586.087815259	3500.47089045493	3553.25133444356	4182.53274116366	3222.48872067019	3702.60336087582	3933.38375321726	5875.40733556588	6394.91752647674	3500.73130855764	3451.84936927205	3576.90614676998	3566.01428865265	3550.52245231282	3401.07554515332	3949.79302020469	3423.19241903464	3374.33092849954	3634.20411864288	3877.34833418519	3727.67859684273	3529.46720204636	3632.13340884563	3988.87569417915	6483.35467294647	3539.67659773633	3780.90886278917	3166.29788146813	3576.40684797447	4042.34275366444	3348.98659817339	3919.04607787464	4246.01498254259	2564.53330253714	3776.41260497803	3651.80799087264	3799.86323498928	3477.41774358126	3421.22178271304	3723.97139921863	3541.17400500068	3413.45663839718	2502.676367686	3507.63021618526	3196.3441349054	3147.04968564167	2928.0830815054	3371.98483641919	2744.21567485585	3937.33302624956	3599.00030912269	3693.43535612667	3473.36962731383	4217.65183388202	3521.61316479547	3679.9171492939	4168.36076080073	4445.76313619094	3792.27547015735	3514.06868785305	3591.17884367433	2119.60851032506	3171.64183219592	3083.37593680601	3441.91823434775	3680.27983285012	3010.12064258163
Stress Response, Defense and Virulence; Adhesion	453.272369913534	18851.0214221087	128.978051620702	1523.22462468363	28.9579352550899	9.92304466227728	390.676278992849	23731.4542662082	871.944418193988	21660.5686447535	8895.71678544204	393.338752405844	34.1704673494822	708.397088624448	507.433446931982	326.250311897236	358.939788010798	445.536696511247	248.579451882628	168.707511502782	10961.3281604307	26683.2400724701	884.115136999264	570.575951762143	156.31552775823	414.071169369545	13131.1605528769	271.817932775743	29.0384268663367	556.954301172867	210.148773686933	954.107623504305	539.033316222432	660.969106983531	155.071764815436	23.9128879114338	134.439010882888	180.330322483348	247.913599583212	312.418936405868	19.9830399816193	23.9834554569032	420.223172880323	561.835572265773	806.024668352606	2547.34707796775	116.983088968254	128.00324300547	0	97.8548301907374	2.59925360112089	15.8780373173194	31.2396426354306	114.905390458093	247.924868847745	126.414021820958	407.461287819461	2208.82505548094	943.111301729379	0	194.851014239506	218.027835895401	135.896914881829	593.986375655904	60.683541892758	481.406002668617	185.32198291433	93.5614682229126	90.2015989629396	293.084481646686	432.973965788706	124.649759660166	195.169160050873	256.967802840048	760.76689825798	505.730322189981	567.245514221698	331.013290543369	26.7603494111565	189.576990091401	125.840612796641	214.203623646471	140.076081282825	94.6183349066053	0	176.36478444	316.756192855472	896.560002480592	88.99903435587	119.629647444974	1198.89379172124	199.093671897874	272.652819080312	3311.68080012671	203.270019508937	167.268637163556	229.815597596295	279.344421965897	144.665609781815	487.809940597075	252.02785595157	80.5338356085875	709.979111400283	292.182810210534	280.035625782267	1359.54748116046	361.319342993513	911.151143932513	2398.81646820042	107.490973448966	259.647316890615	112.574867089469	231.745244038327	152.063561361796	220.264710232926	383.991354708929	525.178443964628	223.451969148864	143.473878492625	324.705304930971	1342.41141772442	31475.7711306869	463.197406321396	84.6693621090894	193.456762586291	318.267887993338	824.511306446273
Stress Response, Defense and Virulence; Host-pathogen interactions	61.7019979987009	363.047467493953	119.056663034494	29.292781243916	28.9579352550899	19.8460893245546	28.8418729457808	597.167427457573	0	463.904419622803	248.610860762206	18.4074785608646	0	20.4739042955043	25.3716723465991	0.376297937597734	4.48674735013498	9.62975568828343	3.86392930387505	16.8707511502782	154.02334651659	485.033782709335	0	21.3965981910804	2.07040434116861	34.2058792087885	357.244809159152	25.2723284605546	0	77.6169835909457	66.6193277409608	0	68.7003246165845	7.84998939410369	34.9457498175631	0	0	11.2706451552093	17.9851971248134	0	7.99321599264771	7.37952475597022	17.538529752935	0	5.743643717477	8.01893099045463	1185.08955346101	57.2646087129735	2629.16909392616	159.741398473528	519.200906823898	1026.11816163177	39.4834372197803	459.621561832371	22.0377661197996	118.594597790796	172.387467923618	0	392.963042387241	597.036566357416	0	0	0	10.1909427195866	37.5660021240883	8.57565348883366	6.78007254564622	0	11.2751998703675	13.536030276855	0	0	0	5.03858436941271	4.97233266835281	23.5223405669758	5.03472349900915	20.3776950634807	2.97337215679516	9.97773632060007	8.38937418644276	0.458680136287946	9.28214996452458	0	0	4.54808899702006	2.71893727772937	1.74089320870018	0	0	7.66066320588653	54.5738999110923	160.644093404076	40.3863512210574	26.7558343777759	41.3133380946133	13.0855856282588	7.75956727683048	1.59851502521343	0	36.8578287360004	0	70.9979111400283	0	0	13.7606020360371	0	7.25603868888236	0	81.7318753071414	0	2.21822398205851	8.42709978321188	0	1.43029032618783	47.9989193386161	46.6825283524114	0	9.23884823626755	4.28653867895671	0	448.467451466251	33.0855290229568	42.3346810545447	0	0	732.898939063354
Stress Response, Defense and Virulence; Invasion and intracellular resistance	395.130102568604	1352.38300605995	863.160807000082	893.429827939438	477.805931708983	1518.22583332842	325.126567752438	2096.81318549228	393.781350152124	1953.57922090902	761.589608672956	984.315695675709	90.4512371015704	2053.53260083908	830.922269351121	25.9645576942437	776.207291573351	216.348511130101	135.237525635627	989.750734149653	1232.18677213272	2514.5172419405	304.3291292407	416.044964826563	158.385932099399	1426.44517332088	945.338229642276	1085.02530190648	20.7417334759548	611.495965317856	14.623754869967	56.6446084455246	502.040833736579	51.8099300010844	61.1550621807354	29.8911098892922	85.8121346060988	264.860161147418	197.131866524915	669.346871970928	246.457493106638	118.687356491854	141.009779213597	62.7749242755053	67.0091767038983	487.818301919323	101.724425189786	299.797069144391	4.24744603219089	108.962675779956	81.2266750350279	81.3749412512619	153.5949096242	114.905390458093	16.5283245898497	18.2453227370455	893.280515604204	265.059006657713	1414.66695259407	1492.59141589354	1339.08250211405	95.6812805008593	170.324133318559	69.8807500771652	427.67448572039	980.742917177522	1300.07891062766	27.8155716338389	33.8255996111024	659.145822177285	150.931065539021	197.813749025916	75.7213681071692	118.406732681199	494.747100501105	588.058514174396	33.5648233267277	381.212002772919	74.334303919879	191.572537355521	489.380160875827	443.543691790444	59.9120588619314	26.7869258639705	1440.74548287699	555.87754408023	966.582202232791	84.1431717538419	210.889016191083	30.7619093429932	205.986721758282	30.3188332839401	1534.22478196003	545.215741484275	544.035299014778	515.577024188874	460.449044294357	116.393509152457	150.260412370062	71.852327268614	29.8847260021625	185.193841378398	177.494777850071	437.843267218145	336.917862269289	42.6578663117149	123.058037106486	203.169083288706	129.050253036098	498.138349028359	208.504663563676	392.625644824356	436.804672096483	456.190684085387	40.7632742963531	239.99459669308	23.3412641762057	83.794488430824	681.500922839971	353.639441013929	82.1884541463929	2336.46005578713	109.654896190371	63.5020215818171	96.7283812931453	703.983275428973	340.274507422271
Stress Response, Defense and Virulence; Resistance to antibiotics and toxic compounds	44434.0313533372	45538.3787645714	33098.9098189244	36556.6586728761	32614.3572132993	39055.9461021794	45094.1372513059	49822.5650818487	47062.8093159192	48600.4873270527	46489.3847518564	44065.0816380571	37762.3194752437	40627.4943583054	45721.762159299	54601.8843796565	43869.658280241	49899.896014689	50590.7376366077	45091.7453372836	45169.9134217653	51637.3772564045	48670.6423359562	48816.5368895997	51789.3529905342	47045.5860609178	43718.3528570807	42702.0356317699	39129.6950370582	47412.3693891346	36600.2704994893	39758.9539263146	37042.6865692268	47077.6423947429	36764.8217028582	38751.0507407165	39664.1563677431	45530.0252334989	42980.6009077701	49160.2751655569	44869.3628902839	47338.5956275354	39282.8223253303	40463.2514397577	43129.7545845654	42575.5562770617	37674.4885725805	43051.9258228262	38421.0163872383	52374.3030022099	45865.5951181822	40507.7180115011	55357.7676167905	37456.2846545768	46705.1886818442	51022.8929897918	40481.2789448634	45581.3138449046	44002.6916097153	34060.9361106906	43957.9512037719	39639.5519598932	45400.0034336624	44669.704449196	48843.0751540337	45028.8854181951	44106.6884342149	40265.6950627286	41459.3327433363	44351.3721077357	41587.2002325459	44738.1987936819	47141.8130375484	45059.1782633933	41618.7559229575	42683.8352123391	45897.3645522075	47980.8486303663	41024.9288866722	44508.1872921167	43236.9236439168	42305.3609188877	43454.1741009681	42271.2163714361	40677.0474665605	44238.0320055073	42241.5228358569	48656.4854239426	46730.2650756542	36395.2979244264	46093.3238589851	44597.3530686417	39774.9862605085	45501.6191561312	41888.5750799957	40094.1803678384	42959.2415533821	42616.4002699065	42918.3300975772	39053.6110248476	53210.1863151149	43229.2490411973	45995.9967320674	44372.9443634658	48825.2323183572	48896.5563254665	47754.8095416607	49216.604744603	50573.6554861436	39099.0442866423	40903.369590852	43509.9827928814	46422.3879843899	47106.7569171949	45853.5464573093	42658.2395802061	51705.5684031308	46049.2611171593	44654.9675459263	43657.3873225268	48382.7448471508	46108.3597549475	47429.1299303069	46610.131052045	40708.1392672202	47970.6112576423	38097.1120385291
